,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf,FOL_pr,ORO_pr,SHA_pr,YRS_pr,FOL_tas,ORO_tas,SHA_tas,FOL_swe,ORO_swe,SHA_swe,YRS_swe,BKL_swe,WY,DOWY,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYI,SJR_WYT,8RI,SHA_in_tr,ORO_in_tr,FOL_in_tr,SHA_fci,ORO_fci,FOL_fci,BND_swe,gains_sim,OMR_sim,SHA_snowpack,SHA_cum_flow_to_date,SHA_remaining_flow,SHA_slope,SHA_intercept,SHA_mean,SHA_std,ORO_snowpack,ORO_cum_flow_to_date,ORO_remaining_flow,ORO_slope,ORO_intercept,ORO_mean,ORO_std,FOL_snowpack,FOL_cum_flow_to_date,FOL_remaining_flow,FOL_slope,FOL_intercept,FOL_mean,FOL_std,octmar_flow_to_date,octmar_mean,octmar_std,aprjul_flow_to_date,aprjul_mean,aprjul_std,aprjul_slope,aprjul_intercept,WYI_sim,WYT_sim
1994-10-01,0.2150014021967611,1.2368551538359913,0.18993955182581296,0.33178167086564914,0.36635579784903494,0.44338341564999234,0.3466696215393832,0.44121272482642454,0.04192339907717427,0.2723389684671415,3.410803431402924,0.47079283975084657,0.0,0.0,0.0,0.0,542.75995228,562.2420388599999,585.2591143999999,,,0.0016149619,,4.7251337e-06,1995,1,2.945941579690382,C,C,,C,0.0005069651354568882,287.27560990260594,1353.5526959513643,782.3789969392604,100000.0,0.0,0.0,,0.0,-226.2,,0.569802861657191,293.33466109835047,0.0,0.0,0.0,0.0,,2.684732615547732,367.0453570903784,0.0,0.0,0.0,0.0,,1.5518261070183157,550.7062412369868,0.0,0.0,0.0,0.0,,,,,,,,,4.596506197299435,C
1994-10-02,0.21715071854393705,1.2408136582547202,0.1901729697496197,0.3327090773953386,0.36755333563248027,0.44378041650588207,0.3486563541403593,0.4416139114610138,0.04198200335459673,0.27319518975391377,3.419935882354652,0.4720286436531132,0.0,0.0,0.0088069085,0.0,543.4399742800001,562.94864092,584.2403568799999,,,0.0,,0.0,1995,2,2.945941579690382,C,C,,C,0.0005069651354568882,287.28414183416623,1353.5549196329887,782.3798937951459,95003.41993588235,0.0,0.0,,0.0,-226.2,,1.139622646153812,292.7648413138538,38.1193555980361,5716.747221708076,5802.078247075021,1934.7080899998205,,5.3694696417036365,364.3606200642225,48.68637903413354,3736.325771762524,4006.584031046351,1743.0647322182974,,3.103653992924335,549.1544133510807,370.84287961991316,2550.894904410837,2790.761526927775,1346.8643556108714,,,,,,,,,4.596506197299435,C
1994-10-03,0.21560357372149117,1.2397812021821828,0.19008207083927858,0.3323943338421521,0.367273644600275,0.4437218966191591,0.34785919284078726,0.4415231745808159,0.04196949327728968,0.2730648365037009,3.4197956722707277,0.4715378003392807,0.07056415,0.0344471,0.46529981,0.13753219,541.4031011199999,558.1438305400001,578.6612504,,,0.0,,0.0,1995,3,2.945941579690382,C,C,,C,0.0005069651354568882,287.2840108438279,1353.5543396529372,782.3792482103573,90256.66873476049,0.0344471,0.07056415,,0.0,-226.2,,1.7094421708348864,292.19502178917276,37.57597043315201,5711.817920275994,5795.625700428253,1935.6567348692968,,8.054205517485887,361.6758841884402,48.67546908954303,3732.5143808237654,4002.71207896724,1742.8682216125464,,4.655480598331603,547.6025867456735,370.59550771065904,2549.112172736792,2788.8187914687323,1346.843870368881,,,,,,,,,4.596506197299435,C
1994-10-04,0.21431658179648172,1.238710615015943,0.18999854430045357,0.33209152650951546,0.3670194193055777,0.44366291764703053,0.3471472053864963,0.4414375416501291,0.04195723974770938,0.2729395061879275,3.430120449036295,0.47107082946654805,0.0,0.0019851509,0.56575125,0.0,540.4290556,558.64918,581.2754584399999,,,0.0,,0.0,1995,4,2.945941579690382,C,C,,C,0.0005069651354568882,287.2936566978494,1353.5537382528232,782.3787111808577,85747.26541847149,0.0353988379,0.0684472255,,0.0,-226.2,,2.2792808277883676,291.6251831322193,37.102726006389965,5706.713906563159,5789.1631826364355,1936.1937805581338,,10.73894020040841,358.9911495055177,48.66762619219588,3728.508433782429,3998.6625959754615,1742.8982740263073,,6.207306138556394,546.0507612054487,370.5600038919204,2547.3128741828673,2786.996528523267,1346.818326488666,,,,,,,,,4.596506197299435,C
1994-10-05,0.21366362732436708,1.2409566768611273,0.18992376738936187,0.33180079042254795,0.3667971139490928,0.4436848727314356,0.34656997300130865,0.4413662483871166,0.04194708923436284,0.27286740277419885,3.759273450878592,0.4726767102159079,0.7244071,1.1098286,6.7250857,1.4715558000000002,538.7250316,555.24544768,577.2391226,,,5.1704825e-05,,0.0,1995,5,2.945941579690382,C,C,,C,0.0005069651354568882,287.6011657005729,1353.5549999733935,782.3784387193087,81463.66142099879,1.144165472763,0.790800908735,,0.0,-226.2,,2.8497294199528356,291.0547345400548,36.56626386755803,5701.219864419201,5782.187106754312,1937.1157140655566,,13.423677385917184,356.3064123200089,48.66148468762271,3724.4900180175678,3994.610088697365,1742.8946816530045,,7.759131138361584,544.4989362056435,370.4677223709193,2545.480491473384,2785.104456770312,1346.7902055594388,,,,,,,,,4.596506197299435,C
1994-10-06,0.2216214812604263,1.2445351665839801,0.18986330314092045,0.33154950867545224,0.36658231598924335,0.44359748447419733,0.34597715871734896,0.4414049195812961,0.041952544249184265,0.2731309177971069,3.532228388644526,0.47999690802587386,2.4201512000000003,1.5050941999999998,3.9370024,2.5579998,534.48695104,551.1172605400001,571.71351644,,,1.26178575e-05,,0.0,1995,6,2.945941579690382,C,C,,C,0.0005069651354568882,287.3890503612927,1353.5570101825526,782.3817593324641,77394.01057833749,2.61493470858011,3.1872280814729503,,0.0,-84.3,,3.4197572874781175,290.48470667252957,36.50963155473034,5694.481018510166,5775.259651234343,1937.3869149295886,,16.10841855861767,353.62167114730846,48.6517096778901,3720.605156060601,3990.670965627387,1743.0440553270396,,9.310962724506906,542.9471046194982,370.29192227726753,2543.6112027122813,2783.1214579259913,1346.7865911955155,,,,,,,,,4.596506197299435,C
1994-10-07,0.22386893386434015,1.272635514220508,0.19056398899272253,0.33197980672577176,0.37050576788699124,0.4498095311297226,0.35945190948702455,0.4491628148181216,0.042413796808112914,0.29500217860804845,3.4946326425354783,0.47605784722433,1.2669286,1.6451088,0.86911696,0.7687890000000001,531.8111217999999,548.2334943999999,571.349699,,,0.07635589,,0.0,1995,7,2.945941579690382,C,C,,C,0.0005069651354568882,287.35392678554547,1353.5727954943948,782.3826971381517,73527.80468206316,4.1815954673227065,4.3585398390287615,,0.0,-56.6,,3.989715488406993,289.91474847160066,36.53246779368431,5687.074091881739,5767.916407789716,1936.7926431996038,,18.793191041027544,350.93689866489854,48.640290570183154,3716.7416237577913,3986.7440458179967,1742.93303936458,,10.86279617076268,541.3952711732425,370.2078272595297,2541.680268931664,2781.136130252478,1346.7690498757652,,,,,,,,,4.596506197299435,C
1994-10-08,0.24500772391038647,1.2452022986936255,0.19077348046538184,0.33283483979149386,0.3765459545706179,0.4640932173893768,0.3504721449402483,0.4656643696780417,0.041981503761655166,0.31219819466176896,3.4861584660455667,0.47562879140510844,2.4061003,0.40336692,0.32702659999999995,0.5416308000000001,533.6121128800003,548.7045745600001,573.0974651600002,,,0.08303424,,0.0,1995,8,2.945941579690382,C,C,,C,0.0005069651354568882,287.3460098425228,1353.5573849426278,782.3915178258495,69854.90060642603,4.459514523303025,6.633883943857898,,0.0,-143.4,,4.559657986308412,289.34480597369924,36.484006852290285,5680.406785779879,5761.354796228923,1936.964438639921,,21.4779329570538,348.2521567488723,48.64796767946025,3712.902079542157,3982.9471172626495,1742.8411272080054,,12.41464711259733,539.8434202314078,370.03002984077307,2539.845578057318,2779.1864373956946,1346.7227689541894,,,,,,,,,4.596506197299435,C
1994-10-09,0.22433246159652973,1.2426202943515179,0.190103121255384,0.33381798469044777,0.40132246985937226,0.4712331296599972,0.39603010629671004,0.46236230337950623,0.0419384172460731,0.2749335031403243,3.473162352318935,0.4749019241826661,0.021083286,0.018284224,0.19850399,0.006374844,533.390872,549.4480093,572.39209664,,,0.05731189,,0.0,1995,9,2.945941579690382,C,C,,C,0.0005069651354568882,287.3338683097129,1353.5559345070587,782.382890556666,66365.62873845705,4.344013311603935,6.45595071154216,,0.0,-339.6,,5.129576401830745,288.77488755817694,36.55266538772671,5673.623700663589,5754.6588830507035,1935.9506507246053,,24.162671996183064,345.56741770974304,48.633218869490406,3709.045304686492,3979.008471711565,1742.822512590216,,13.966480942493131,538.291586401512,370.01041860739855,2538.0170678569816,2777.3452423615063,1346.7595701723408,,,,,,,,,4.596506197299435,C
1994-10-10,0.2244251968484939,1.2431542376834444,0.1902495830023344,0.33116954798962356,0.3842939659687075,0.4569443934608797,0.365319723103299,0.49984117174525144,0.04193986876610602,0.31003663153626865,3.470069304905141,0.474866817651637,0.24646878,0.5929491,0.49159658,0.28312707,533.4163265200001,551.3605453,575.9228888,,,0.04113326,,0.0,1995,10,2.945941579690382,C,C,,C,0.0005069651354568882,287.33097865073887,1353.556234448615,782.3829292527643,63050.81737083909,4.806642012255817,6.508740970195895,,0.0,-397.1,,5.699489085798097,288.20497487420954,36.69160666392766,5666.4918435052095,5747.629863035555,1935.2360530498581,,26.84741163023773,342.8826780756884,48.638391640199956,3705.025895507943,3975.017776601209,1742.4841405578525,,15.518314849141523,536.7397524948635,369.76846379724134,2536.168599072965,2775.3402736517714,1346.7504673233937,,,,,,,,,4.596506197299435,C
