,FOL_fnf,ORO_fnf,TRR_fnf,ISB_fnf,PNF_fnf,MRC_fnf,MIL_fnf,NML_fnf,TUL_fnf,DPN_fnf,SHA_fnf,YRS_fnf,FOL_pr,ORO_pr,SHA_pr,YRS_pr,FOL_tas,ORO_tas,SHA_tas,FOL_swe,ORO_swe,SHA_swe,YRS_swe,BKL_swe,WY,DOWY,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYI,SJR_WYT,8RI,SHA_in_tr,ORO_in_tr,FOL_in_tr,SHA_fci,ORO_fci,FOL_fci,BND_swe,gains_sim,OMR_sim
1994-10-01,0.13637657225910582,1.3359630621346412,0.10532862626733946,0.17592587529730724,0.21433876642358962,0.26583731993565124,0.20746960652227395,0.28520219047131656,0.022311606417954034,0.17532259656659857,3.7456062515068194,0.3061774245903037,0.0,0.0,0.0,0.0,533.8953759999999,550.43207452,575.8601156000001,,,0.0,,0.0,1995,1,2.9437766691042624,C,C,,C,0.00046722836020437444,287.5883972104625,1353.608369612728,782.3461887667652,100000.0,0.0,0.0,,0.0,-226.2
1994-10-02,0.13733703293801014,1.3408802557027089,0.10548884032269486,0.17644010496180978,0.21505475062141316,0.2665989696288362,0.2091689516592423,0.28563356872259077,0.022335890685667714,0.17647467139236137,3.7540095236060624,0.30667134647685723,0.0,0.0,0.0,0.0,539.14227052,556.95304054,579.8489804,,,0.0,,0.0,1995,2,2.9437766691042624,C,C,,C,0.00046722836020437444,287.59624791152976,1353.611131835988,782.3465895429532,95003.7540095236,0.0,0.0,,0.0,-226.2
1994-10-03,0.13713464378662826,1.3396690155701527,0.10545527982928236,0.1763420767251674,0.21493330902907687,0.2664938660759404,0.20862062815210589,0.2855662451980868,0.022332585945871817,0.17631567931433603,3.7541117322203994,0.306579232340442,0.0,0.0,0.054459047,0.0,538.0719105999999,555.1583836599999,574.18561664,,,0.0,,0.0,1995,3,2.9437766691042624,C,C,,C,0.00046722836020437444,287.59634339924787,1353.6104514243627,782.3465050910288,90257.32042077965,0.0,0.0,,0.0,-226.2
1994-10-04,0.13694678333808755,1.3504426266344218,0.1054213075092559,0.17623748626772498,0.2148132716979817,0.26637585412163534,0.20808607720714237,0.28549992085946585,0.02233007110302407,0.17614889628692462,3.8502145106609613,0.3078425813670546,0.07193605,1.2444053,3.3457682,0.8962023000000001,536.2855960000002,554.6754865,575.63071676,,,0.0,,0.0,1995,4,2.9437766691042624,C,C,,C,0.00046722836020437444,287.6861267808115,1353.6165034779713,782.3464267015684,85748.30461425132,1.2444053,0.07193605,,0.0,-226.2
1994-10-05,0.1522768602625954,1.404948529817534,0.1054018706433266,0.1761394850361065,0.2148667011377054,0.26691568454876513,0.20770587347609884,0.2865781234424366,0.02234509095973689,0.1772990672585047,3.968694818495931,0.3256061079973701,3.9813135,4.9145675,4.3283896,5.8445373,536.5217956,553.2536105199999,573.1474166,,,0.0,,0.0,1995,5,2.9437766691042624,C,C,,C,0.00046722836020437444,287.7968162203754,1353.647122055724,782.3528235587507,81464.85807835724,6.121640641000001,4.0510914685,,0.0,-226.2
1994-10-06,3.2552324578213225,7.134005472551756,0.10609587950297719,0.1762276564390369,0.2191442429084161,0.4562387521871978,0.2548234289710098,0.5610442776396939,0.023276544867378603,0.5793879261927509,7.239890140362052,3.154803150496752,45.64549,34.842426,19.62738,55.644024,537.1347856,550.8205084,573.079778,,,0.012093722,,0.0,1995,6,2.9437766691042624,C,C,,C,0.00046722836020437444,290.8529086926009,1356.865407878097,783.6476092208746,77398.85506457974,40.780417421770004,49.575048724445004,,0.0,-84.3
1994-10-07,1.1430910104624343,3.364716009548498,0.10566041674184289,0.17604043060855712,0.214839480073646,0.32713559153420607,0.22013528677685146,0.3996172106221767,0.022932529556132734,0.3288984254822891,4.769531328984293,1.224358092950448,1.4180993999999998,0.6110061,0.57766503,1.1850659,534.89118928,551.60739334,575.16495488,,,1.0034676,,0.0,1995,7,2.9437766691042624,C,C,,C,0.00046722836020437444,288.5449924038112,1354.7480173615672,782.7662654902169,73533.68184267974,40.1680109991169,49.505896662711656,,0.0,-56.6
1994-10-08,0.7277367302010288,2.337037622625657,0.10537865307405575,0.17590405523802155,0.2147873873826038,0.30285461843343725,0.21656273815924984,0.6358666651915558,0.022336224872838085,0.45223987525778536,4.785060470741745,0.7885712175196674,0.0,2.8258875e-05,4.8177706e-05,0.0,538.96973368,557.36119972,583.2383516000001,,,0.9900818,,0.0,1995,8,2.9437766691042624,C,C,,C,0.00046722836020437444,288.5595004012114,1354.1707211650637,782.5929485509712,69861.78281101648,38.96299892801839,48.0207197628303,,0.0,-143.4
1994-10-09,0.9025282054606951,2.1352680961154062,0.10536497502946637,0.1758167750008788,0.21473576727947932,0.2951888643380508,0.2164283341554567,0.49799105756002565,0.022337495796773892,0.40289680874085365,4.616440475190749,0.9280961299789378,0.0,0.0,0.0,0.0,546.07590184,564.2088967,591.8337008,,,0.3537647,,0.0,1995,9,2.9437766691042624,C,C,,C,0.00046722836020437444,288.4019682918856,1354.0573775531839,782.6658846562141,66373.31011094085,37.79410896017784,46.580098169945394,,0.0,-339.6
1994-10-10,0.56371367023904,1.9300640490655492,0.10534041396025802,0.17572730735680273,0.2146260728725258,0.28956279969544646,0.21533492774404803,0.37113728037015437,0.02233594469571545,0.2586553878478915,4.25635254878258,0.6837800047298216,0.0,0.0,0.0,0.0,548.7558412,567.4793332600001,595.8703610000001,,,0.0847963,,0.0,1995,10,2.9437766691042624,C,C,,C,0.00046722836020437444,288.06555854163946,1353.9421046065338,782.5245058357536,63058.900957942584,36.6602856913725,45.18269522484703,,0.0,-397.1
1994-10-11,0.44481254851813323,1.7455892311692485,0.10530894635619535,0.17564097229549536,0.21449065618033758,0.2853679743128448,0.21401120898657758,0.33296254654936763,0.022332557253033954,0.24387518721939247,4.130239432981344,0.49067453243330567,0.0,0.0,0.0,0.0,550.7294396799999,568.6008211,597.25047464,,,0.0,,0.0,1995,11,2.9437766691042624,C,C,,C,0.00046722836020437444,287.9477382020001,1353.8384762612486,782.4748913753547,59910.08614947843,35.560477120631326,43.82721436810162,,0.0,-276.8
1994-10-12,0.33007862604041077,1.671786704546792,0.10527627027731454,0.17555860697269668,0.21435233644808352,0.2821069826556132,0.21270994490645367,0.32420832796194043,0.02232869553462077,0.23135544211379994,4.067231311291535,0.4498073437227893,0.0,1.0791578e-06,7.16971e-06,0.0,551.1731915199999,569.7807939999999,598.3290288800001,,,0.0,,0.0,1995,12,2.9437766691042624,C,C,,C,0.00046722836020437444,287.8888732833882,1353.7970178454118,782.4270157828389,56918.6490733158,34.49366388617018,42.51239793705857,,0.0,-356.6
1994-10-13,0.28849223953423053,1.6179206908052477,0.10524397226876789,0.17547967128792927,0.21421810797694552,0.27950310424417196,0.21150896398246516,0.3173267997596931,0.022324811874625698,0.22180169928721227,4.019719493250155,0.4226050751600298,0.0,0.0,5.566301999999999e-05,0.0,553.8363376000001,572.23992988,600.2788331600001,,,0.0,,0.0,1995,13,2.9437766691042624,C,C,,C,0.00046722836020437444,287.8444856833915,1353.7667587242224,782.4096628252167,54076.73633914325,33.45885396958508,41.23702599894681,,0.0,-244.6
1994-10-14,0.26076013240317264,1.576530674030629,0.10521137720495873,0.17540181580411662,0.21408772772170873,0.2774214489842983,0.21042183623910585,0.31216295310562064,0.02232055351992444,0.21449049415019436,3.982314424213637,0.40294298733166867,0.0,0.0,0.0,0.0,554.4457466800002,573.1990703200001,597.75914744,,,0.0,,0.0,1995,14,2.9437766691042624,C,C,,C,0.00046722836020437444,287.809540246431,1353.7435079683814,782.3980909114188,51376.8818366103,32.455088350497526,39.99991521897841,,0.0,-83.1
