datetime,ORO_cdf_inf,SHA_cdf_inf,FOL_cdf_inf,ORO_cdf_snow,SHA_cdf_snow,FOL_cdf_snow,cdf_year,cdf_month,cdf_day,WY,DOWY,SHA_octmar_flow_to_date,SHA_aprjul_flow_to_date,SHA_aprjul_slope,SHA_aprjul_intercept,SHA_aprjul_mean,SHA_aprjul_std,SHA_octmar_mean,SHA_octmar_std,SHA_octmar_intercept,SHA_octmar_slope,ORO_octmar_flow_to_date,ORO_aprjul_flow_to_date,ORO_aprjul_slope,ORO_aprjul_intercept,ORO_aprjul_mean,ORO_aprjul_std,ORO_octmar_mean,ORO_octmar_std,ORO_octmar_intercept,ORO_octmar_slope,FOL_octmar_flow_to_date,FOL_aprjul_flow_to_date,FOL_aprjul_slope,FOL_aprjul_intercept,FOL_aprjul_mean,FOL_aprjul_std,FOL_octmar_mean,FOL_octmar_std,FOL_octmar_intercept,FOL_octmar_slope
1996-10-01,1768.0,4957.0,1521.0,0.0,0.0,0.0,1996,10,1,1997,1,0.00983206609915,0.0,0.0,0.0,0.0,0.0,0.0116696528729,0.00478886276869,0.0111754157359,0.00959683761273,0.0035067768536,0.0,0.0,0.0,0.0,0.0,0.0066059504021,0.00273842627032,0.00706718543874,-0.00368988029316,0.00301685949905,0.0,0.0,0.0,0.0,0.0,0.00410062809227,0.00218542433996,0.00415968745264,-0.000286001745154
1996-10-02,2213.0,4683.0,1488.0,0.0,0.0,0.0,1996,10,2,1997,2,0.0191206611248,0.0,0.0,0.0,0.0,0.0,0.0175966611274,0.00519298766474,0.0167664169631,0.0102499279541,0.00789619833381,0.0,0.0,0.0,0.0,0.0,0.0105097189906,0.00403653289237,0.011103143782,-0.00417904782713,0.00596826445276,0.0,0.0,0.0,0.0,0.0,0.00621084296475,0.00267007255863,0.00630155243917,-0.000401369355858
1996-10-03,2904.0,4522.0,820.0,0.0,0.0,0.0,1996,10,3,1997,3,0.0280899173081,0.0,0.0,0.0,0.0,0.0,0.0241059173148,0.00580697195834,0.0229480649662,0.00766789634814,0.0136561983241,0.0,0.0,0.0,0.0,0.0,0.0144562313806,0.00497033670918,0.0144584229689,-5.80553185352e-06,0.00759471073101,0.0,0.0,0.0,0.0,0.0,0.0082267437878,0.00318054767685,0.00824553869942,-4.71050416555e-05
1996-10-04,2904.0,5373.0,1110.0,0.0,0.0,0.0,1996,10,4,1997,4,0.0387471073728,0.0,0.0,0.0,0.0,0.0,0.0307663139978,0.00738891795756,0.0299092754086,0.00168211695614,0.0194161983144,0.0,0.0,0.0,0.0,0.0,0.0184037355062,0.0065931481064,0.0172488376291,0.00119246037905,0.00979636361987,0.0,0.0,0.0,0.0,0.0,0.0101903801481,0.00381970529143,0.00979145676623,0.000486491929141
1996-10-05,2904.0,3464.0,1240.0,0.0,0.0,0.0,1996,10,5,1997,5,0.0456178511628,0.0,0.0,0.0,0.0,0.0,0.0381507767953,0.00877428203904,0.0371583873468,0.00175799725142,0.0251761983047,0.0,0.0,0.0,0.0,0.0,0.022101718971,0.00772186374403,0.0205960858849,0.00137250053429,0.012255867748,0.0,0.0,0.0,0.0,0.0,0.0121218842771,0.00435291367673,0.0115887596078,0.000526803032949
1996-10-06,2904.0,4489.0,986.0,0.0,0.0,0.0,1996,10,6,1997,6,0.0545216528007,0.0,0.0,0.0,0.0,0.0,0.0452720329816,0.010495856809,0.0442883306101,0.00171675806555,0.030936198295,0.0,0.0,0.0,0.0,0.0,0.0262067106997,0.00870988883581,0.0245378149142,0.00146909840271,0.014211570224,0.0,0.0,0.0,0.0,0.0,0.0140341487367,0.00481304491764,0.013489096585,0.000514685695684
1996-10-07,2904.0,4326.0,1303.0,0.0,0.0,0.0,1996,10,7,1997,7,0.0631021486541,0.0,0.0,0.0,0.0,0.0,0.0525483966057,0.0125120937696,0.051365306392,0.00192842740631,0.0366961982853,0.0,0.0,0.0,0.0,0.0,0.0301417189575,0.00979213096202,0.0281966475524,0.0014870576492,0.0167960330296,0.0,0.0,0.0,0.0,0.0,0.0159443305517,0.00530152767138,0.0153218376321,0.000575051195924
1996-10-08,3061.0,4134.0,1006.0,0.0,0.0,0.0,1996,10,8,1997,8,0.0713018180617,0.0,0.0,0.0,0.0,0.0,0.0596069751062,0.0140812851526,0.0580317888825,0.00222798617223,0.0427676032338,0.0,0.0,0.0,0.0,0.0,0.0341248263888,0.0107880112025,0.0322647559656,0.00119580226498,0.018791404927,0.0,0.0,0.0,0.0,0.0,0.0179114379864,0.00583618562625,0.0170674111258,0.000689846228527
1996-10-09,1922.0,3685.0,1823.0,0.0,0.0,0.0,1996,10,9,1997,9,0.0786109089585,0.0,0.0,0.0,0.0,0.0,0.0662227436901,0.0145267837098,0.0637077529969,0.00279754248417,0.0465798346323,0.0,0.0,0.0,0.0,0.0,0.0385881321664,0.0117411196907,0.0359002445885,0.00144665639286,0.0224072726895,0.0,0.0,0.0,0.0,0.0,0.0199902148424,0.00651993812397,0.0187965622109,0.000798964278084
1996-10-10,1692.0,4770.0,1163.0,0.0,0.0,0.0,1996,10,10,1997,10,0.0880720659674,0.0,0.0,0.0,0.0,0.0,0.0733482643393,0.0150956287683,0.0708288777155,0.00260401718224,0.0499358676845,0.0,0.0,0.0,0.0,0.0,0.0428935536468,0.0123855203834,0.0394980200031,0.00172230973558,0.0247140495452,0.0,0.0,0.0,0.0,0.0,0.0219194379796,0.00726765279076,0.0206412509661,0.000738622949147
1996-10-11,2491.0,4850.0,937.0,0.0,0.0,0.0,1996,10,11,1997,11,0.0976919006619,0.0,0.0,0.0,0.0,0.0,0.0803039006912,0.0165865230873,0.0774272923443,0.00284812707614,0.0548766941225,0.0,0.0,0.0,0.0,0.0,0.0468909420698,0.0135101283914,0.0430953219761,0.00187716127286,0.0265725619387,0.0,0.0,0.0,0.0,0.0,0.0238289255797,0.00795678785831,0.0223604453526,0.000828012532896
1996-10-12,2808.0,4022.0,1222.0,0.0,0.0,0.0,1996,10,12,1997,12,0.10566942131,0.0,0.0,0.0,0.0,0.0,0.0879117023313,0.01747458901,0.0850133841626,0.00227051952114,0.0604462808899,0.0,0.0,0.0,0.0,0.0,0.0517588759459,0.014563430216,0.0472092072871,0.00206334179537,0.0289963635875,0.0,0.0,0.0,0.0,0.0,0.0259308098737,0.00887067963517,0.0234296431413,0.00127383077789
1996-10-13,1777.0,2884.0,952.0,0.0,0.01,0.0,1996,10,13,1997,13,0.111389751879,0.0,0.0,0.0,0.0,0.0,0.0964558014905,0.0197246052195,0.0914740713392,0.00336035760625,0.0639709089832,0.0,0.0,0.0,0.0,0.0,0.0558345123027,0.0158212878498,0.0508197361099,0.0019840855362,0.0308846280472,0.0,0.0,0.0,0.0,0.0,0.0277205949946,0.00963816210651,0.0242063490013,0.00160065861688
1996-10-14,1819.0,3466.0,935.0,0.0,0.01,0.0,1996,10,14,1997,14,0.118264462611,0.0,0.0,0.0,0.0,0.0,0.103900958503,0.0216841033988,0.0979693692256,0.00366600078931,0.0675788428614,0.0,0.0,0.0,0.0,0.0,0.059878710643,0.0170699452124,0.0540986290084,0.00218363492051,0.0327391734986,0.0,0.0,0.0,0.0,0.0,0.0296110412724,0.0104632656351,0.0251134048381,0.00194030907436
1996-10-15,2204.0,4046.0,1123.0,0.0,0.01,0.0,1996,10,15,1997,15,0.126289586564,0.0,0.0,0.0,0.0,0.0,0.110952098987,0.0231060710726,0.104603818816,0.00385679232724,0.071950413102,0.0,0.0,0.0,0.0,0.0,0.0642315370819,0.0180288385402,0.0579629429599,0.00232428406454,0.0349666115114,0.0,0.0,0.0,0.0,0.0,0.0313247602778,0.0112196123841,0.0263508033178,0.00210181997044
1996-10-16,1953.0,4438.0,1375.0,0.0,0.01,0.0,1996,10,16,1997,16,0.135092231177,0.0,0.0,0.0,0.0,0.0,0.119017487403,0.0251808726875,0.112546381801,0.00380877316153,0.0758241321037,0.0,0.0,0.0,0.0,0.0,0.0685802974052,0.0190282675786,0.0622579634388,0.00227013786942,0.037693884234,0.0,0.0,0.0,0.0,0.0,0.0331651239111,0.0118946172011,0.028174766596,0.00202571841489
1996-10-17,2727.0,4248.0,1234.0,0.0,0.01,0.0,1996,10,17,1997,17,0.143518016287,0.0,0.0,0.0,0.0,0.0,0.125869884086,0.0270466995371,0.118960927383,0.00394121888325,0.0812330577144,0.0,0.0,0.0,0.0,0.0,0.0728465453319,0.0193348617837,0.0662457681601,0.0022209882812,0.0401414875357,0.0,0.0,0.0,0.0,0.0,0.0347670743216,0.0125927779791,0.0296019708888,0.001937034852
1996-10-18,2216.0,4052.0,1414.0,1.21,0.2,0.63,1996,10,18,1997,18,0.151555041067,0.0,0.0,0.0,0.0,0.0,0.133012760107,0.0288913085465,0.125205848918,0.00416479657981,0.0856284296079,0.0,0.0,0.0,0.0,0.0,0.0769883304489,0.0199306844756,0.0698697535713,0.00221108149636,0.0429461156302,0.0,0.0,0.0,0.0,0.0,0.0361940825837,0.0130053681524,0.0310375962439,0.00175749364002
1996-10-19,3270.0,4259.0,1251.0,1.33,0.4,1.08,1996,10,19,1997,19,0.160002644359,0.0,0.0,0.0,0.0,0.0,0.140919867531,0.0307776975061,0.13280959619,0.0036142029152,0.0921143800102,0.0,0.0,0.0,0.0,0.0,0.0813676362266,0.0203461185622,0.0747161210528,0.00193893460831,0.04542743794,0.0,0.0,0.0,0.0,0.0,0.0378544462172,0.0133867042993,0.0326837163922,0.00163423825065
1996-10-20,2092.0,3259.0,1667.0,1.33,0.43,1.08,1996,10,20,1997,20,0.166466776579,0.0,0.0,0.0,0.0,0.0,0.148032396445,0.0320067676138,0.139904322421,0.00335316585126,0.0962638014908,0.0,0.0,0.0,0.0,0.0,0.0859779172106,0.0205684441093,0.0797222345554,0.00170315345909,0.0487338842155,0.0,0.0,0.0,0.0,0.0,0.039476330512,0.0138650834697,0.034692575147,0.00141594061418
1996-10-21,3010.0,2777.0,1692.0,1.33,0.43,1.08,1996,10,21,1997,21,0.171974875743,0.0,0.0,0.0,0.0,0.0,0.155147305524,0.0331564382723,0.146684296537,0.00346347820223,0.102234049415,0.0,0.0,0.0,0.0,0.0,0.0897247932373,0.0212083283913,0.0837769969571,0.0016062101756,0.0520899172677,0.0,0.0,0.0,0.0,0.0,0.0410307767904,0.014418889905,0.0359434865474,0.00148404032761
1996-10-22,2416.0,4572.0,1056.0,1.35,0.6,1.08,1996,10,22,1997,22,0.18104330548,0.0,0.0,0.0,0.0,0.0,0.163257421213,0.0347593647371,0.155654390703,0.00283114150428,0.107026115522,0.0,0.0,0.0,0.0,0.0,0.0935542808342,0.0216240597598,0.0872208042953,0.00159052650398,0.0541844627187,0.0,0.0,0.0,0.0,0.0,0.0426500825728,0.0151440917657,0.0363520472546,0.00169256525617
1996-10-23,2982.0,4223.0,1842.0,1.37,0.71,1.08,1996,10,23,1997,23,0.189419503813,0.0,0.0,0.0,0.0,0.0,0.171903768306,0.0358520284363,0.164202493968,0.0024612573787,0.112940826256,0.0,0.0,0.0,0.0,0.0,0.0982168262809,0.0233495360408,0.0898363442715,0.00181789197601,0.0578380164315,0.0,0.0,0.0,0.0,0.0,0.044668165214,0.0158634503188,0.0384267720163,0.001432497865
1996-10-24,3376.0,4176.0,1730.0,1.98,1.17,1.99,1996,10,24,1997,24,0.197702479006,0.0,0.0,0.0,0.0,0.0,0.178809817881,0.0357258954536,0.171632506517,0.00213642249258,0.119637024592,0.0,0.0,0.0,0.0,0.0,0.102313289084,0.024712749593,0.0929752584774,0.00186592678719,0.0612694213844,0.0,0.0,0.0,0.0,0.0,0.0473362313252,0.0174501968813,0.0389583411178,0.00172651008912
1996-10-25,3049.0,2707.0,1776.0,2.7,1.38,3.26,1996,10,25,1997,25,0.203071735195,0.0,0.0,0.0,0.0,0.0,0.185752065803,0.0365722789145,0.179182078581,0.00183750167017,0.125684627888,0.0,0.0,0.0,0.0,0.0,0.106617222961,0.0254569441562,0.0965984003147,0.00193171168346,0.0647920660066,0.0,0.0,0.0,0.0,0.0,0.0493730577681,0.0183183990432,0.0396194178387,0.00192171016243
1996-10-26,2454.0,3597.0,1558.0,2.93,1.5,3.47,1996,10,26,1997,26,0.210206280638,0.0,0.0,0.0,0.0,0.0,0.193086941824,0.0379039048306,0.184832200233,0.0021660303307,0.130552065896,0.0,0.0,0.0,0.0,0.0,0.110986908904,0.0256961758382,0.101247457239,0.00172654700665,0.0678823139353,0.0,0.0,0.0,0.0,0.0,0.0512379172691,0.0188344015025,0.040315213219,0.0019995796888
1996-10-27,2935.0,4421.0,1270.0,2.93,1.5,3.47,1996,10,27,1997,27,0.218975206243,0.0,0.0,0.0,0.0,0.0,0.201347801314,0.0394731799327,0.192027863614,0.00225965273368,0.136373553489,0.0,0.0,0.0,0.0,0.0,0.11534300807,0.0260386464469,0.105184073712,0.00170724046012,0.0704013221955,0.0,0.0,0.0,0.0,0.0,0.0530962313155,0.0194931706944,0.0405158034874,0.00219400555078
1996-10-28,2768.0,3592.0,1309.0,2.93,1.5,3.47,1996,10,28,1997,28,0.22609983433,0.0,0.0,0.0,0.0,0.0,0.209505718655,0.0413840728752,0.199240286054,0.00240690096156,0.141863801414,0.0,0.0,0.0,0.0,0.0,0.119782710542,0.0272041528445,0.108112247035,0.00190569293061,0.0729976858275,0.0,0.0,0.0,0.0,0.0,0.0549287602381,0.0200908874316,0.0421741987375,0.00215576126098
1996-10-29,4091.0,6943.0,1788.0,5.21,4.61,4.55,1996,10,29,1997,29,0.239871073976,0.0,0.0,0.0,0.0,0.0,0.217917520294,0.0430932155435,0.205547436122,0.00267461279395,0.149978181566,0.0,0.0,0.0,0.0,0.0,0.124014247725,0.0287369655598,0.109038013436,0.00226586493521,0.0765441321025,0.0,0.0,0.0,0.0,0.0,0.056928694119,0.0208120178003,0.0443405453492,0.00200416315393
1996-10-30,3188.0,3675.0,1606.0,6.25,5.24,5.38,1996,10,30,1997,30,0.247160330162,0.0,0.0,0.0,0.0,0.0,0.226256627718,0.0450390813232,0.213389366228,0.0026505843011,0.15630148734,0.0,0.0,0.0,0.0,0.0,0.127874082429,0.0309020668244,0.111934048194,0.00231065220484,0.0797295866426,0.0,0.0,0.0,0.0,0.0,0.0589412230412,0.0214841425372,0.0457505780337,0.00205110325105
1996-10-31,2565.0,3583.0,1606.0,6.32,5.24,5.87,1996,10,31,1997,31,0.25426710701,0.0,0.0,0.0,0.0,0.0,0.234059107044,0.0463951982426,0.22264414385,0.00224858922372,0.161389090637,0.0,0.0,0.0,0.0,0.0,0.132284627876,0.0319732929613,0.11757085936,0.00205815757684,0.0829150411827,0.0,0.0,0.0,0.0,0.0,0.0608396032033,0.021957116047,0.0475454791622,0.00196891647528
1996-11-01,2565.0,4414.0,1440.0,6.32,5.24,5.87,1996,11,1,1997,32,0.263022148317,0.0,0.0,0.0,0.0,0.0,0.242385916947,0.0470042110983,0.232648979708,0.00181422344679,0.166476693935,0.0,0.0,0.0,0.0,0.0,0.136457454316,0.0333011404666,0.122916612332,0.00174844625011,0.085771239525,0.0,0.0,0.0,0.0,0.0,0.0627610908034,0.0222709694133,0.0501699704293,0.00174066777827
1996-11-02,2565.0,4132.0,1071.0,6.32,5.24,5.87,1996,11,2,1997,33,0.271217850783,0.0,0.0,0.0,0.0,0.0,0.250390016107,0.0479903031311,0.239004302718,0.00204650191238,0.171564297232,0.0,0.0,0.0,0.0,0.0,0.141431801415,0.0341277122122,0.129149382423,0.00148706568096,0.0878955370421,0.0,0.0,0.0,0.0,0.0,0.0646539172465,0.0225566438749,0.0529484257402,0.00152464884484
1996-11-03,2872.0,3795.0,1167.0,6.32,5.24,5.87,1996,11,3,1997,34,0.278745123498,0.0,0.0,0.0,0.0,0.0,0.257833090475,0.0487446045099,0.246582353413,0.00196022947333,0.177260826148,0.0,0.0,0.0,0.0,0.0,0.145742280746,0.0350702329257,0.133658944017,0.00141598836689,0.090210247782,0.0,0.0,0.0,0.0,0.0,0.0665402974086,0.0227792053878,0.0546677746297,0.00150199541767
1996-11-04,2472.0,3768.0,1224.0,6.32,5.24,5.9,1996,11,4,1997,35,0.286218842493,0.0,0.0,0.0,0.0,0.0,0.265551569801,0.049793663858,0.254434972011,0.00190483169797,0.182163966635,0.0,0.0,0.0,0.0,0.0,0.150078743549,0.0365161695385,0.137854216889,0.0013997282487,0.0926380163729,0.0,0.0,0.0,0.0,0.0,0.0684516693062,0.0234484056425,0.0568929526475,0.00143738315721
1996-11-05,2355.0,4439.0,1383.0,6.32,5.24,5.9,1996,11,5,1997,36,0.295023470578,0.0,0.0,0.0,0.0,0.0,0.27357629706,0.05132808932,0.261288000958,0.00204515205155,0.186835041008,0.0,0.0,0.0,0.0,0.0,0.154307801393,0.0375421642577,0.140031642891,0.00160885315849,0.0953811568642,0.0,0.0,0.0,0.0,0.0,0.0700954709563,0.0239007602732,0.0580124612732,0.00147894855363
1996-11-06,2932.0,3806.0,1100.0,6.32,5.24,5.9,1996,11,6,1997,37,0.302572561474,0.0,0.0,0.0,0.0,0.0,0.283861090431,0.0533451611861,0.271533647921,0.00186906868478,0.192650578188,0.0,0.0,0.0,0.0,0.0,0.15899910717,0.0392282176942,0.139460815682,0.00200629372982,0.0975629750423,0.0,0.0,0.0,0.0,0.0,0.0720951073166,0.0244478474842,0.0574434557347,0.00169051016291
1996-11-07,2886.0,4292.0,1335.0,6.32,5.24,5.9,1996,11,7,1997,38,0.311085619311,0.0,0.0,0.0,0.0,0.0,0.292991602812,0.0545674133707,0.277707900498,0.00203565560925,0.198374875699,0.0,0.0,0.0,0.0,0.0,0.164170611294,0.0411026647127,0.14155898208,0.00209028234006,0.100210908922,0.0,0.0,0.0,0.0,0.0,0.0741573221892,0.0251542072316,0.0555738751286,0.00198700316071
1996-11-08,3153.0,4292.0,1335.0,6.32,5.24,5.9,1996,11,8,1997,39,0.319598677148,0.0,0.0,0.0,0.0,0.0,0.301527470567,0.0558120033314,0.287819025691,0.00175659211624,0.204628759986,0.0,0.0,0.0,0.0,0.0,0.168789421203,0.0421969209921,0.146152008243,0.00200998117298,0.102858842802,0.0,0.0,0.0,0.0,0.0,0.0761258180536,0.0257020820813,0.0564913166575,0.00200056053758
